YEAR,DIVISION_ID,DIVISION,NPA,LOCATION,PLACE_TYPE,PLACE_DETAIL,NIBRS,STATUS,MONTH
2018,06,Eastway,86,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,07
2018,14,University City,221,Parking Lot,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,07
2018,22,South,213,Parking Lot,Commercial Place,Hotel/Motel,Damage/Vandalism Of Property,Open,07
2018,02,Metro,292,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,07
2018,06,Eastway,365,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,Open,07
2018,22,South,262,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,07
2018,27,Freedom,119,Indoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,07
2018,16,Providence,3,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,07
2018,07,North Tryon,291,Parking Lot,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,07
2018,26,Westover,13,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,07
2018,11,North,277,Outdoors,Residential,Private Residence,Missing Person,Closed,07
2018,02,Metro,70,Parking Lot,Commercial Place,Other - Commercial Place,Simple Assault,Open,07
2018,14,University City,66,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Closed,07
2018,06,Eastway,22,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Intimidation,Closed,07
2018,26,Westover,120,Indoors,Residential,Private Residence,Burglary/B&E,Closed,07
2018,26,Westover,120,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,07
2018,06,Eastway,164,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Aggravated Assault,Closed,07
2018,22,South,181,Parking Lot,Retail,Grocery Store/Supermarket,All Other Thefts,Open,07
2018,02,Metro,374,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,07
2018,02,Metro,374,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,Closed,07
2018,01,Central,341,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,Closed,07
2018,21,Steele Creek,230,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,07
2018,07,North Tryon,138,Parking Lot,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,07
2018,22,South,257,Other,Residential,Private Residence,Aggravated Assault,Open,07
2018,02,Metro,374,Parking Lot,Retail,Gas Station,All Other Thefts,Open,07
2018,12,Hickory Grove,360,Outdoors,Residential,Private Residence,Intimidation,Open,07
2018,14,University City,219,Indoors,Commercial Place,Hotel/Motel,Aggravated Assault,Open,07
2018,26,Westover,338,Outdoors,Residential,Private Residence,Aggravated Assault,Open,07
2018,07,North Tryon,138,Outdoors,Commercial Place,Hotel/Motel,Aggravated Assault,Open,07
2018,27,Freedom,114,Indoors,Residential,Private Residence,Missing Person,Closed,07
2018,01,Central,340,Outdoors,Retail,Gas Station,Intimidation,Closed,07
2018,02,Metro,6,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,07
2018,06,Eastway,127,Outdoors,Commercial Place,Other - Commercial Place,Drug/Narcotic Violations,Closed,07
2018,14,University City,331,Indoors,Retail,Department Store,Shoplifting,Closed,07
2018,11,North,376,Indoors,Residential,Private Residence,Intimidation,Open,07
2018,14,University City,155,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,07
2018,14,University City,331,Other,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,Open,07
2018,22,South,19,Indoors,Residential,Private Residence,Intimidation,Open,07
2018,02,Metro,382,Indoors,Residential,Private Residence,Missing Person,Closed,07
2018,02,Metro,139,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,07
2018,26,Westover,13,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,07
2018,14,University City,46,Parking Lot,Open Area,Street/Highway,Intimidation,Open,07
2018,22,South,204,Indoors,Retail,Other - Retail,Shoplifting,Open,07
2018,02,Metro,157,Parking Lot,Open Area,Street/Highway,All Other Thefts,Open,07
2018,12,Hickory Grove,197,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Open,07
2018,07,North Tryon,17,Outdoors,Residential,Private Residence,All Other Thefts,Open,07
2018,22,South,204,Indoors,Commercial Place,Other - Commercial Place,Shoplifting,Open,07
2018,21,Steele Creek,285,Indoors,Commercial Place,Other - Commercial Place,All Other Offenses,Closed,07
2018,02,Metro,70,Parking Lot,Commercial Place,Other - Commercial Place,All Other Offenses,Open,07
2018,06,Eastway,378,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,07
2018,02,Metro,157,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Open,07
2018,02,Metro,374,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,07
2018,27,Freedom,199,Indoors,Retail,Gas Station,Shoplifting,Open,07
2018,11,North,125,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Offenses,Closed,07
2018,02,Metro,382,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,07
2018,26,Westover,30,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,07
2018,11,North,281,Outdoors,Retail,Gas Station,Drug/Narcotic Violations,Closed,07
2018,14,University City,80,Parking Lot,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,07
2018,26,Westover,106,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Open,07
2018,02,Metro,124,Outdoors,Open Area,Other - Open Area,All Other Thefts,Open,07
2018,12,Hickory Grove,325,Indoors,Residential,Private Residence,Simple Assault,Closed,07
2018,26,Westover,121,Indoors,Residential,Private Residence,Missing Person,Closed,07
2018,14,University City,377,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,07
2018,27,Freedom,385,Outdoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,07
2018,02,Metro,374,Indoors,Residential,Private Residence,Aggravated Assault,Closed,07
2018,02,Metro,292,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,07
2018,16,Providence,392,Indoors,Residential,Private Residence,All Other Offenses,Open,07
2018,11,North,110,Indoors,Retail,Other - Retail,Shoplifting,Closed,07
2018,26,Westover,13,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,07
2018,14,University City,331,Indoors,Retail,Gas Station,Shoplifting,Open,07
2018,26,Westover,321,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,07
2018,21,Steele Creek,96,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,Open,07
2018,14,University City,331,Outdoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,07
2018,12,Hickory Grove,98,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,07
2018,22,South,356,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,07
2018,06,Eastway,343,Outdoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,07
2018,01,Central,340,Parking Deck,Commercial Place,Other - Commercial Place,Simple Assault,Open,07
2018,21,Steele Creek,53,Indoors,Commercial Place,Hotel/Motel,Intimidation,Closed,07
2018,02,Metro,157,Parking Lot,Retail,Gas Station,Drug/Narcotic Violations,Closed,07
2018,12,Hickory Grove,127,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,07
2018,07,North Tryon,101,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,07
2017,26,Westover,121,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2017,26,Westover,13,Indoors,Retail,Convenience Store,Shoplifting,Open,09
2017,14,University City,219,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2017,14,University City,372,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,14,University City,64,Parking Lot,Residential,Apartment/Duplex Private Res,Motor Vehicle Theft,Closed,09
2017,21,Steele Creek,111,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2017,02,Metro,157,Indoors,Retail,Other - Retail,Simple Assault,Closed,09
2017,22,South,56,Indoors,Retail,Department Store,Shoplifting,Open,09
2017,07,North Tryon,312,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2017,11,North,109,Outdoors,Retail,Department Store,All Other Offenses,Open,09
2017,11,North,160,Indoors,Commercial Place,Other - Commercial Place,All Other Offenses,Closed,09
2017,07,North Tryon,371,Indoors,Commercial Place,Other - Commercial Place,Intimidation,Open,09
2017,14,University City,377,Outdoors,Residential,Private Residence,Missing Person,Closed,09
2017,22,South,352,Outdoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,01,Central,3,Parking Deck,Open Area,Other - Open Area,Other Unlisted Non-Criminal,Closed,09
2017,16,Providence,390,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2017,17,Independence,245,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2017,11,North,332,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,27,Freedom,199,Parking Lot,Commercial Place,Hotel/Motel,Simple Assault,Closed,09
2017,17,Independence,144,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,07,North Tryon,371,Outdoors,Retail,Convenience Store,Intimidation,Open,09
2017,16,Providence,370,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2017,26,Westover,362,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2017,07,North Tryon,223,Outdoors,Residential,Private Residence,Simple Assault,Open,09
2017,21,Steele Creek,53,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,02,Metro,374,Indoors,Retail,Gas Station,Shoplifting,Open,09
2017,14,University City,152,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,12,Hickory Grove,312,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,21,Steele Creek,307,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2017,17,Independence,442,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2017,07,North Tryon,138,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,09
2017,27,Freedom,124,Outdoors,Open Area,Street/Highway,Damage/Vandalism Of Property,Open,09
2017,07,North Tryon,21,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,07,North Tryon,223,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,02,Metro,182,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,11,North,196,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,Closed,09
2017,17,Independence,23,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,12,Hickory Grove,166,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,17,Independence,58,Other,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2017,21,Steele Creek,95,Indoors,Commercial Place,Other - Commercial Place,Intimidation,Open,09
2017,02,Metro,88,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,02,Metro,85,Outdoors,Residential,Private Residence,Aggravated Assault,Open,09
2017,11,North,117,Outdoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2017,21,Steele Creek,96,Indoors,Residential,Private Residence,Simple Assault,Open,09
2017,07,North Tryon,234,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,Open,09
2017,07,North Tryon,100,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,09
2017,02,Metro,85,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2017,14,University City,67,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2017,07,North Tryon,328,Outdoors,Retail,Convenience Store,Aggravated Assault,Closed,09
2017,07,North Tryon,371,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,26,Westover,290,Indoors,Retail,Convenience Store,Shoplifting,Open,09
2017,06,Eastway,314,Indoors,Residential,Apartment/Duplex Private Res,Aggravated Assault,Closed,09
2017,26,Westover,178,Indoors,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,Closed,09
2017,17,Independence,180,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,26,Westover,326,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,Closed,09
2017,26,Westover,159,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2017,07,North Tryon,101,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,02,Metro,363,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,11,North,237,Outdoors,Residential,Private Residence,All Other Thefts,Open,09
2017,27,Freedom,73,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,21,Steele Creek,45,Indoors,Retail,Department Store,Shoplifting,Closed,09
2017,14,University City,275,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,09
2017,11,North,109,Indoors,Retail,Other - Retail,Simple Assault,Closed,09
2017,21,Steele Creek,53,Outdoors,Open Area,Street/Highway,Aggravated Assault,Open,09
2017,26,Westover,393,Indoors,Retail,Department Store,Intimidation,Closed,09
2017,02,Metro,85,Outdoors,Residential,Private Residence,All Other Offenses,Closed,09
2017,17,Independence,52,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,01,Central,342,Parking Deck,Commercial Place,Hotel/Motel,Damage/Vandalism Of Property,Open,09
2017,17,Independence,268,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,01,Central,3,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2017,17,Independence,186,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,16,Providence,367,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Closed,09
2017,11,North,49,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2017,26,Westover,326,Parking Lot,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,09
2017,26,Westover,120,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2017,22,South,171,Indoors,Retail,Department Store,Other Unlisted Non-Criminal,Closed,09
2017,26,Westover,362,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,27,Freedom,258,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,21,Steele Creek,142,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2017,14,University City,221,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2017,26,Westover,290,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,Closed,09
2017,11,North,232,Indoors,Residential,Private Residence,All Other Thefts,Open,09
2017,17,Independence,245,Outdoors,Residential,Private Residence,Intimidation,Open,09
2017,22,South,213,Indoors,Retail,Gas Station,Shoplifting,Open,09
2017,11,North,72,Indoors,Retail,Department Store,Shoplifting,Open,09
2017,22,South,172,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,Open,09
2017,21,Steele Creek,142,Outdoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2017,14,University City,153,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,12,Hickory Grove,146,Indoors,Residential,Private Residence,All Other Thefts,Closed,09
2017,11,North,250,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2017,26,Westover,13,Outdoors,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,Open,09
2017,14,University City,192,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,21,Steele Creek,78,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,02,Metro,369,Outdoors,Commercial Place,Other - Commercial Place,Burglary/B&E,Closed,09
2017,07,North Tryon,102,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,02,Metro,361,Indoors,Residential,Private Residence,Simple Assault,Open,09
2017,26,Westover,159,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,07,North Tryon,249,Indoors,Residential,Private Residence,Simple Assault,Open,09
2017,01,Central,163,Indoors,Retail,Gas Station,All Other Thefts,Open,09
2017,21,Steele Creek,94,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,17,Independence,316,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,14,University City,301,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Closed,09
2017,14,University City,33,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2017,22,South,368,Indoors,Residential,Private Residence,All Other Thefts,Open,09
2017,27,Freedom,34,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Closed,09
2017,21,Steele Creek,68,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2017,22,South,257,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2017,14,University City,278,Parking Lot,Retail,Gas Station,Other Unlisted Non-Criminal,Closed,09
2017,21,Steele Creek,285,Outdoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2017,11,North,109,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2017,16,Providence,367,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,Open,09
2017,21,Steele Creek,230,Parking Lot,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,09
2017,26,Westover,121,Indoors,Residential,Private Residence,All Other Offenses,Closed,09
2017,12,Hickory Grove,316,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Closed,09
2017,27,Freedom,385,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,21,Steele Creek,230,Indoors,Retail,Convenience Store,Shoplifting,Open,09
2017,11,North,209,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Closed,09
2017,26,Westover,383,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,14,University City,66,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,12,Hickory Grove,325,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2017,02,Metro,374,Outdoors,Residential,Private Residence,Aggravated Assault,Open,09
2017,11,North,278,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Closed,09
2017,21,Steele Creek,45,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,17,Independence,272,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,09
2017,17,Independence,318,Outdoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,06,Eastway,314,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,Open,09
2017,21,Steele Creek,45,Outdoors,Open Area,Street/Highway,Simple Assault,Open,09
2017,26,Westover,290,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,09
2017,07,North Tryon,371,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,16,Providence,210,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,21,Steele Creek,54,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,11,North,160,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,26,Westover,13,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2017,14,University City,254,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,Open,09
2017,21,Steele Creek,77,Parking Lot,Open Area,Other - Open Area,Damage/Vandalism Of Property,Open,09
2017,07,North Tryon,344,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,Open,09
2017,12,Hickory Grove,50,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2017,02,Metro,363,Indoors,Residential,Private Residence,Intimidation,Closed,09
2017,11,North,117,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,17,Independence,316,Indoors,Residential,Private Residence,Other Unlisted Non-Criminal,Closed,09
2017,27,Freedom,34,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,16,Providence,366,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,02,Metro,182,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,09
2017,12,Hickory Grove,59,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Closed,09
2017,02,Metro,123,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,22,South,351,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,02,Metro,157,Outdoors,Retail,Gas Station,Drug/Narcotic Violations,Closed,09
2017,14,University City,329,Indoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,16,Providence,370,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,02,Metro,374,Outdoors,Retail,Gas Station,Motor Vehicle Theft,Open,09
2017,02,Metro,123,Outdoors,Retail,Gas Station,Drug/Narcotic Violations,Closed,09
2017,27,Freedom,35,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,07,North Tryon,100,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,02,Metro,182,Outdoors,Residential,Private Residence,All Other Offenses,Closed,09
2017,26,Westover,132,Indoors,Retail,Grocery Store/Supermarket,All Other Thefts,Open,09
2017,11,North,211,Indoors,Residential,Private Residence,Intimidation,Open,09
2017,01,Central,340,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Closed,09
2017,06,Eastway,164,Indoors,Retail,Convenience Store,All Other Thefts,Closed,09
2017,01,Central,3,Parking Deck,Open Area,Other - Open Area,Damage/Vandalism Of Property,Open,09
2017,17,Independence,245,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,09
2017,07,North Tryon,40,Outdoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2017,07,North Tryon,312,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,Closed,09
2017,27,Freedom,141,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,Closed,09
2017,21,Steele Creek,12,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2017,06,Eastway,90,Parking Lot,Commercial Place,Other - Commercial Place,Simple Assault,Closed,09
2017,26,Westover,132,Outdoors,Commercial Place,Other - Commercial Place,All Other Offenses,Open,09
2017,22,South,310,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,27,Freedom,190,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,Open,09
2017,11,North,281,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,02,Metro,374,Parking Lot,Residential,Apartment/Duplex Private Res,Drug/Narcotic Violations,Closed,09
2017,12,Hickory Grove,98,Indoors,Residential,Private Residence,Simple Assault,Closed,09
2017,06,Eastway,86,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2017,16,Providence,3,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,17,Independence,91,Indoors,Residential,Private Residence,Burglary/B&E,Closed,09
2017,21,Steele Creek,96,Indoors,Retail,Grocery Store/Supermarket,Shoplifting,Closed,09
2017,27,Freedom,35,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,06,Eastway,10,Outdoors,Residential,Private Residence,Aggravated Assault,Closed,09
2017,01,Central,341,Outdoors,Open Area,Street/Highway,All Other Offenses,Open,09
2017,06,Eastway,10,Outdoors,Residential,Private Residence,Motor Vehicle Theft,Open,09
2017,26,Westover,381,Parking Deck,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Open,09
2017,06,Eastway,389,Parking Lot,Residential,Apartment/Duplex Private Res,Intimidation,Open,09
2017,14,University City,301,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,14,University City,192,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,21,Steele Creek,111,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,07,North Tryon,100,Indoors,Residential,Private Residence,Aggravated Assault,Closed,09
2017,07,North Tryon,40,Indoors,Residential,Private Residence,Burglary/B&E,Open,09
2017,27,Freedom,199,Indoors,Commercial Place,Hotel/Motel,Simple Assault,Closed,09
2017,02,Metro,374,Parking Lot,Commercial Place,Restaurant/Diner/Coffee Shop,Drug/Narcotic Violations,Closed,09
2017,02,Metro,124,Outdoors,Retail,Convenience Store,Motor Vehicle Theft,Open,09
2017,12,Hickory Grove,325,Other,Open Area,Street/Highway,All Other Offenses,Open,09
2017,26,Westover,114,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Open,09
2017,16,Providence,366,Outdoors,Retail,Convenience Store,Damage/Vandalism Of Property,Closed,09
2017,27,Freedom,124,Indoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,09
2017,26,Westover,317,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,Closed,09
2017,21,Steele Creek,230,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2017,11,North,158,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,17,Independence,16,Indoors,Retail,Convenience Store,Shoplifting,Open,09
2017,14,University City,219,Indoors,Retail,Other - Retail,All Other Thefts,Open,09
2017,07,North Tryon,128,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,Open,09
2017,07,North Tryon,328,Outdoors,Retail,Gas Station,Other Unlisted Non-Criminal,Closed,09
2017,27,Freedom,385,Indoors,Residential,Private Residence,Aggravated Assault,Closed,09
2017,16,Providence,208,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,16,Providence,240,Indoors,Retail,Other - Retail,Shoplifting,Closed,09
2017,14,University City,275,Indoors,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,Closed,09
2017,21,Steele Creek,212,Indoors,Retail,Other - Retail,Shoplifting,Open,09
2017,21,Steele Creek,130,Indoors,Residential,Private Residence,Intimidation,Closed,09
2017,22,South,172,Parking Lot,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,09
2017,06,Eastway,86,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,Closed,09
2017,26,Westover,362,Outdoors,Residential,Private Residence,Damage/Vandalism Of Property,Open,09
2017,02,Metro,85,Outdoors,Residential,Apartment/Duplex Private Res,Missing Person,Closed,09
2017,17,Independence,248,Indoors,Residential,Apartment/Duplex Private Res,Simple Assault,Open,09
2017,27,Freedom,190,Outdoors,Residential,Private Residence,Aggravated Assault,Open,09
2017,22,South,302,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,Closed,09
2017,27,Freedom,387,Outdoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,Closed,09
2017,17,Independence,246,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,Open,09
2017,26,Westover,178,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,Closed,09
2017,26,Westover,326,Outdoors,Retail,Convenience Store,Drug/Narcotic Violations,Closed,09
2017,12,Hickory Grove,50,Outdoors,Open Area,Street/Highway,All Other Offenses,Closed,09
2017,02,Metro,51,Outdoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,Open,09
2017,02,Metro,124,Indoors,Residential,Private Residence,Missing Person,Closed,09
2017,17,Independence,16,Parking Lot,Retail,Convenience Store,Aggravated Assault,Open,09
2017,07,North Tryon,371,Indoors,Residential,Private Residence,All Other Offenses,Open,09
2017,11,North,160,Outdoors,Retail,Gas Station,All Other Thefts,Open,09
2017,02,Metro,141,Outdoors,Commercial Place,Other - Commercial Place,Intimidation,Open,09
